src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,system_process_pid
192.168.4.156,ec:9b:8b:02:24:38,ec:9b:8b,33408,3.108.140.110,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,36099,6,520,1.6987E+12,1.6987E+12,36099,6,520,0,0,0,0,0,TLS,Web,0,6,,,,,,-1
192.168.4.156,ec:9b:8b:02:24:38,ec:9b:8b,33408,3.108.140.110,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,36099,6,544,1.6987E+12,1.6987E+12,36099,6,544,0,0,0,0,0,TLS,Web,0,6,,,,,,-1
192.168.4.156,ec:9b:8b:02:24:38,ec:9b:8b,36336,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,185,2,342,1.6987E+12,1.6987E+12,0,1,73,1.6987E+12,1.6987E+12,0,1,269,DNS,Network,0,6,stats.wynk.in,,,,,-1
192.168.4.156,ec:9b:8b:02:24:38,ec:9b:8b,36336,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,185,2,350,1.6987E+12,1.6987E+12,0,1,77,1.6987E+12,1.6987E+12,0,1,273,DNS,Network,0,6,stats.wynk.in,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,36074,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,1,2,208,1.6987E+12,1.6987E+12,0,1,72,1.6987E+12,1.6987E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,36074,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,1,2,216,1.6987E+12,1.6987E+12,0,1,76,1.6987E+12,1.6987E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,51485,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,1,2,208,1.6987E+12,1.6987E+12,0,1,72,1.6987E+12,1.6987E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.7,ec:9b:8b:02:24:38,ec:9b:8b,51485,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,1,2,216,1.6987E+12,1.6987E+12,0,1,76,1.6987E+12,1.6987E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,43456,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,130,2,247,1.6987E+12,1.6987E+12,0,1,93,1.6987E+12,1.6987E+12,0,1,154,DNS.YouTube,Network,0,6,rr1---sn-o3o-itqs.googlevideo.com,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,43456,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,130,2,255,1.6987E+12,1.6987E+12,0,1,97,1.6987E+12,1.6987E+12,0,1,158,DNS.YouTube,Network,0,6,rr1---sn-o3o-itqs.googlevideo.com,,,,,-1
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,57054,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,0,1.6987E+12,1.6987E+12,9028,3,222,1.6987E+12,1.6987E+12,9028,3,222,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.174,ec:9b:8b:02:24:38,ec:9b:8b,57054,13.233.16.117,52:54:00:c2:9a:03,52:54:00,12366,6,4,2,1.6987E+12,1.6987E+12,9028,3,234,1.6987E+12,1.6987E+12,9028,3,234,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,51136,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,51136,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,57251,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,57251,131.107.13.100,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,36711,132.163.97.3,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.3.43,ec:9b:8b:02:24:38,ec:9b:8b,36711,132.163.97.3,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,34435,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,20,2,276,1.6987E+12,1.6987E+12,0,1,82,1.6987E+12,1.6987E+12,0,1,194,DNS,Network,0,6,2.ciscome.pool.ntp.org,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,34435,208.67.220.220,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,20,2,284,1.6987E+12,1.6987E+12,0,1,86,1.6987E+12,1.6987E+12,0,1,198,DNS,Network,0,6,2.ciscome.pool.ntp.org,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,55923,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,4002,3,270,1.6987E+12,1.6987E+12,4002,3,270,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,55923,162.159.200.1,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,4002,3,282,1.6987E+12,1.6987E+12,4002,3,282,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,33913,192.168.170.11,52:54:00:c2:9a:03,52:54:00,7680,6,4,0,1.6987E+12,1.6987E+12,15058,5,330,1.6987E+12,1.6987E+12,15058,5,330,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,33913,192.168.170.11,52:54:00:c2:9a:03,52:54:00,7680,6,4,2,1.6987E+12,1.6987E+12,15058,5,350,1.6987E+12,1.6987E+12,15058,5,350,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.172,ec:9b:8b:02:24:38,ec:9b:8b,59486,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,1.6987E+12,1.6987E+12,2089,6,1854,1.6987E+12,1.6987E+12,2089,6,1854,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.172,ec:9b:8b:02:24:38,ec:9b:8b,59486,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,1.6987E+12,1.6987E+12,2089,6,1878,1.6987E+12,1.6987E+12,2089,6,1878,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
fe80::c4e2:ae4e:9719:b9aa,00:18:7d:de:c3:60,00:18:7d,0,ff02::16,33:33:00:00:00:16,33:33:00,0,58,6,0,1.6987E+12,1.6987E+12,749,8,880,1.6987E+12,1.6987E+12,749,8,880,0,0,0,0,0,ICMPV6,Network,0,6,,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,55372,74.125.200.138,52:54:00:c2:9a:03,52:54:00,443,17,4,0,1.6987E+12,1.6987E+12,4000,5,6460,1.6987E+12,1.6987E+12,4000,5,6460,0,0,0,0,0,QUIC.YouTube,Media,0,6,s.youtube.com,8a791a7be997f7c5e31c84dda4b2f242,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,55372,74.125.200.138,52:54:00:c2:9a:03,52:54:00,443,17,4,2,1.6987E+12,1.6987E+12,4000,5,6480,1.6987E+12,1.6987E+12,4000,5,6480,0,0,0,0,0,QUIC.YouTube,Media,0,6,s.youtube.com,8a791a7be997f7c5e31c84dda4b2f242,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,34392,74.125.200.138,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,15637,145,40658,1.6987E+12,1.6987E+12,15637,61,24877,1.6987E+12,1.6987E+12,15593,84,15781,TLS.YouTube,Media,0,6,s.youtube.com,40ede8683eecd56eae3132485fa9934f,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,34392,74.125.200.138,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,15637,145,41238,1.6987E+12,1.6987E+12,15637,61,25121,1.6987E+12,1.6987E+12,15593,84,16117,TLS.YouTube,Media,0,6,s.youtube.com,40ede8683eecd56eae3132485fa9934f,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,39186,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,39186,162.159.200.123,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,13964,159.138.148.125,52:54:00:c2:9a:03,52:54:00,32100,17,4,0,1.6987E+12,1.6987E+12,5007,26,1560,1.6987E+12,1.6987E+12,5007,26,1560,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,13964,159.138.148.125,52:54:00:c2:9a:03,52:54:00,32100,17,4,2,1.6987E+12,1.6987E+12,5007,26,1664,1.6987E+12,1.6987E+12,5007,26,1664,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,13964,94.74.67.179,52:54:00:c2:9a:03,52:54:00,32100,17,4,0,1.6987E+12,1.6987E+12,5007,26,1560,1.6987E+12,1.6987E+12,5007,26,1560,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,13964,94.74.67.179,52:54:00:c2:9a:03,52:54:00,32100,17,4,2,1.6987E+12,1.6987E+12,5007,26,1664,1.6987E+12,1.6987E+12,5007,26,1664,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,52946,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,0,1,90,1.6987E+12,1.6987E+12,0,1,90,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.143,ec:9b:8b:02:24:38,ec:9b:8b,52946,129.6.15.29,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,0,1,94,1.6987E+12,1.6987E+12,0,1,94,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,64491,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,130,2,247,1.6987E+12,1.6987E+12,0,1,93,1.6987E+12,1.6987E+12,0,1,154,DNS.YouTube,Network,0,6,rr2---sn-o3o-itqs.googlevideo.com,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,64491,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,130,2,255,1.6987E+12,1.6987E+12,0,1,97,1.6987E+12,1.6987E+12,0,1,158,DNS.YouTube,Network,0,6,rr2---sn-o3o-itqs.googlevideo.com,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,49500,180.149.60.13,52:54:00:c2:9a:03,52:54:00,443,17,4,0,1.6987E+12,1.6987E+12,4021,5,6460,1.6987E+12,1.6987E+12,4021,5,6460,0,0,0,0,0,QUIC.YouTube,Media,0,6,rr2---sn-o3o-itqs.googlevideo.com,057192062300a1b690f831d3a0d3b071,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,49500,180.149.60.13,52:54:00:c2:9a:03,52:54:00,443,17,4,2,1.6987E+12,1.6987E+12,4021,5,6480,1.6987E+12,1.6987E+12,4021,5,6480,0,0,0,0,0,QUIC.YouTube,Media,0,6,rr2---sn-o3o-itqs.googlevideo.com,057192062300a1b690f831d3a0d3b071,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,47791,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,0,2,164,1.6987E+12,1.6987E+12,0,1,74,1.6987E+12,1.6987E+12,0,1,90,DNS,Network,0,6,s.cs2-aipn.com,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,47791,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,0,2,172,1.6987E+12,1.6987E+12,0,1,78,1.6987E+12,1.6987E+12,0,1,94,DNS,Network,0,6,s.cs2-aipn.com,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45194,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7004,4,296,1.6987E+12,1.6987E+12,7004,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45194,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7004,4,312,1.6987E+12,1.6987E+12,7004,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,52074,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7008,4,296,1.6987E+12,1.6987E+12,7008,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,52074,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7008,4,312,1.6987E+12,1.6987E+12,7008,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45214,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7010,4,296,1.6987E+12,1.6987E+12,7010,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,45214,52.59.158.2,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7010,4,312,1.6987E+12,1.6987E+12,7010,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,56966,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7008,4,296,1.6987E+12,1.6987E+12,7008,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,56966,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7008,4,312,1.6987E+12,1.6987E+12,7008,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,60245,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,0,1.6987E+12,1.6987E+12,2090,6,1830,1.6987E+12,1.6987E+12,2090,6,1830,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.173,ec:9b:8b:02:24:38,ec:9b:8b,60245,13.233.16.117,52:54:00:c2:9a:03,52:54:00,8800,17,4,2,1.6987E+12,1.6987E+12,2090,6,1854,1.6987E+12,1.6987E+12,2090,6,1854,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,56978,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7007,4,296,1.6987E+12,1.6987E+12,7007,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,56978,112.74.108.149,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7006,4,312,1.6987E+12,1.6987E+12,7006,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46764,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7002,4,296,1.6987E+12,1.6987E+12,7002,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,46764,54.254.195.28,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7002,4,312,1.6987E+12,1.6987E+12,7002,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,52108,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,0,1.6987E+12,1.6987E+12,7003,4,296,1.6987E+12,1.6987E+12,7003,4,296,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.6.171,ec:9b:8b:02:24:38,ec:9b:8b,52108,118.163.215.129,52:54:00:c2:9a:03,52:54:00,32002,6,4,2,1.6987E+12,1.6987E+12,7003,4,312,1.6987E+12,1.6987E+12,7003,4,312,0,0,0,0,0,Unknown,Unspecified,0,0,,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,40537,196.1.113.80,52:54:00:c2:9a:03,52:54:00,123,17,4,0,1.6987E+12,1.6987E+12,4003,3,270,1.6987E+12,1.6987E+12,4003,3,270,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.4,ec:9b:8b:02:24:38,ec:9b:8b,40537,196.1.113.80,52:54:00:c2:9a:03,52:54:00,123,17,4,2,1.6987E+12,1.6987E+12,4003,3,282,1.6987E+12,1.6987E+12,4003,3,282,0,0,0,0,0,NTP,System,0,6,,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,51362,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,131,2,291,1.6987E+12,1.6987E+12,0,1,93,1.6987E+12,1.6987E+12,0,1,198,DNS.YouTube,Network,0,6,rr2---sn-h5576nsz.googlevideo.com,,,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,51362,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,132,2,299,1.6987E+12,1.6987E+12,0,1,97,1.6987E+12,1.6987E+12,0,1,202,DNS.YouTube,Network,0,6,rr2---sn-h5576nsz.googlevideo.com,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,38825,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,0,1.6987E+12,1.6987E+12,1,2,208,1.6987E+12,1.6987E+12,0,1,72,1.6987E+12,1.6987E+12,0,1,136,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.8,ec:9b:8b:02:24:38,ec:9b:8b,38825,192.168.1.3,52:54:00:c2:9a:03,52:54:00,53,17,4,2,1.6987E+12,1.6987E+12,1,2,216,1.6987E+12,1.6987E+12,0,1,76,1.6987E+12,1.6987E+12,0,1,140,DNS,Network,0,6,pool.ntp.org,,,,,-1
192.168.4.77,ec:9b:8b:02:24:38,ec:9b:8b,40002,142.250.182.131,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,90150,25,5268,1.6987E+12,1.6987E+12,90140,12,2478,1.6987E+12,1.6987E+12,90138,13,2790,TLS.Google,Web,0,6,ssl.gstatic.com,ee782e997abe49ae40cfba5b7c49519d,2b0648ab686ee45e0e7c35fcfb0eea7e,,,-1
192.168.4.77,ec:9b:8b:02:24:38,ec:9b:8b,40002,142.250.182.131,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,90150,25,5368,1.6987E+12,1.6987E+12,90140,12,2526,1.6987E+12,1.6987E+12,90138,13,2842,TLS.Google,Web,0,6,ssl.gstatic.com,ee782e997abe49ae40cfba5b7c49519d,2b0648ab686ee45e0e7c35fcfb0eea7e,,,-1
192.168.1.15,52:54:00:60:4e:b0,52:54:00,0,224.0.0.22,01:00:5e:00:00:16,01:00:5e,0,2,4,0,1.6987E+12,1.6987E+12,119996,2371,143210,1.6987E+12,1.6987E+12,119996,2371,143210,0,0,0,0,0,IGMP,Network,0,6,,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,31259,208.115.231.46,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,113160,48,2952,1.6987E+12,1.6987E+12,112916,24,1440,1.6987E+12,1.6987E+12,113160,24,1512,TLS,Web,1,1,,,,,,-1
192.168.4.148,ec:9b:8b:02:24:38,ec:9b:8b,31259,208.115.231.46,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,113160,48,3144,1.6987E+12,1.6987E+12,112916,24,1536,1.6987E+12,1.6987E+12,113160,24,1608,TLS,Web,1,1,,,,,,-1
192.168.4.196,ec:9b:8b:02:24:38,ec:9b:8b,1824,142.250.196.165,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,90798,33,12815,1.6987E+12,1.6987E+12,90787,15,6274,1.6987E+12,1.6987E+12,90787,18,6541,TLS.GMail,Email,0,6,mail.google.com,0aa6ac2895639f1b3c3ff0a0ae0b6734,2b0648ab686ee45e0e7c35fcfb0eea7e,,,-1
192.168.4.196,ec:9b:8b:02:24:38,ec:9b:8b,1824,142.250.196.165,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,90798,33,12947,1.6987E+12,1.6987E+12,90787,15,6334,1.6987E+12,1.6987E+12,90787,18,6613,TLS.GMail,Email,0,6,mail.google.com,0aa6ac2895639f1b3c3ff0a0ae0b6734,2b0648ab686ee45e0e7c35fcfb0eea7e,,,-1
192.168.5.239,ec:9b:8b:02:24:38,ec:9b:8b,62450,203.23.178.55,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,112135,42,2592,1.6987E+12,1.6987E+12,111961,21,1260,1.6987E+12,1.6987E+12,112106,21,1332,TLS,Web,1,1,,,,,,-1
192.168.5.239,ec:9b:8b:02:24:38,ec:9b:8b,62450,203.23.178.55,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,112135,42,2760,1.6987E+12,1.6987E+12,111961,21,1344,1.6987E+12,1.6987E+12,112106,21,1416,TLS,Web,1,1,,,,,,-1
192.168.4.196,ec:9b:8b:02:24:38,ec:9b:8b,1825,142.250.195.109,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,90262,29,9248,1.6987E+12,1.6987E+12,90251,13,4839,1.6987E+12,1.6987E+12,90250,16,4409,TLS.Google,Web,0,6,accounts.google.com,4e7ce110d2f0028dbd7442ca62f8dc0a,2b0648ab686ee45e0e7c35fcfb0eea7e,,,-1
192.168.4.196,ec:9b:8b:02:24:38,ec:9b:8b,1825,142.250.195.109,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,90262,29,9364,1.6987E+12,1.6987E+12,90251,13,4891,1.6987E+12,1.6987E+12,90250,16,4473,TLS.Google,Web,0,6,accounts.google.com,4e7ce110d2f0028dbd7442ca62f8dc0a,2b0648ab686ee45e0e7c35fcfb0eea7e,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,53074,180.149.60.12,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,4568,2937,6751137,1.6987E+12,1.6987E+12,4568,603,49588,1.6987E+12,1.6987E+12,4330,2334,6701549,TLS.YouTube,Media,0,6,rr1---sn-o3o-itqs.googlevideo.com,3f3b9980262eaf508ca7e9d2a37ab0b2,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,53074,180.149.60.12,52:54:00:c2:9a:03,52:54:00,443,6,4,2,1.6987E+12,1.6987E+12,4568,2856,6757215,1.6987E+12,1.6987E+12,4568,603,52000,1.6987E+12,1.6987E+12,4330,2253,6705215,TLS.YouTube,Media,0,6,rr1---sn-o3o-itqs.googlevideo.com,3f3b9980262eaf508ca7e9d2a37ab0b2,eb1d94daa7e0344597e756a1fb6e7054,,,-1
192.168.4.88,ec:9b:8b:02:24:38,ec:9b:8b,58186,180.149.60.56,52:54:00:c2:9a:03,52:54:00,443,6,4,0,1.6987E+12,1.6987E+12,8515,3654,7480586,1.6987E+12,1.6987E+12,8515,930,78080,1.6987E+12,1.6987E+12,8356,2724,7402506,TLS.YouTube,Media,0,6,rr1---sn-o3o-itqz.googlevideo.com,c5588c6aaa77a598337763865b508cfb,eb1d94daa7e0344597e756a1fb6e7054,,,-1
